"Y","X_num","X_cat","S"
5.62220961794536,-0.693147180559945,1,"S1"
22.3052504408723,-0.693147180559945,1,"S1"
21.9115336172326,-0.693147180559945,1,"S1"
8.11291028695741,-0.693147180559945,1,"S1"
7.24761238546817,-0.693147180559945,1,"S1"
-3.87856396497841,-0.693147180559945,1,"S1"
-1.19838196050879,-0.693147180559945,1,"S1"
19.5898841964735,-0.693147180559945,1,"S1"
-0.83667449791184,-0.693147180559945,1,"S1"
20.6801786208634,-0.693147180559945,1,"S1"
15.1563446668572,-0.693147180559945,1,"S1"
11.0427005550467,-0.693147180559945,1,"S1"
1.34047212623247,-0.693147180559945,1,"S1"
-1.02737364407089,-0.693147180559945,1,"S1"
2.24279374654864,-0.693147180559945,1,"S1"
8.30261052222538,-0.693147180559945,1,"S1"
5.23712534633287,-0.693147180559945,1,"S1"
7.51621144658667,-0.693147180559945,1,"S1"
-7.31818625207691,-0.693147180559945,1,"S1"
21.4615364389673,-0.693147180559945,1,"S1"
16.0685240120277,-0.693147180559945,1,"S1"
-1.87896627483814,-0.693147180559945,1,"S1"
3.24255872885605,-0.693147180559945,1,"S1"
4.60199275545115,-0.693147180559945,1,"S1"
-6.93199487494256,-0.693147180559945,1,"S1"
13.304356472517,-0.693147180559945,1,"S1"
7.92618031580894,-0.693147180559945,1,"S1"
14.4619603977912,-0.693147180559945,1,"S1"
22.1421085998375,-0.693147180559945,1,"S1"
-8.85946282491353,-0.693147180559945,1,"S1"
0.194958679823326,-0.693147180559945,1,"S1"
8.36631213548672,-0.693147180559945,1,"S1"
4.02482995356712,-0.693147180559945,1,"S1"
3.66204777272069,-0.693147180559945,1,"S1"
0.246121448722032,-0.693147180559945,1,"S1"
16.241736128653,-0.693147180559945,1,"S1"
7.99818263861038,-0.693147180559945,1,"S1"
4.62555277037234,-0.693147180559945,1,"S1"
-6.27741036939772,-0.693147180559945,1,"S1"
21.2412962826866,-0.693147180559945,1,"S1"
3.94277003864679,-0.693147180559945,1,"S1"
19.5778903155532,-0.693147180559945,1,"S1"
10.4747542586819,-0.693147180559945,1,"S1"
19.4054174167418,-0.693147180559945,1,"S1"
13.7862655713691,-0.693147180559945,1,"S1"
-8.20053569372281,-0.693147180559945,1,"S1"
-3.47342637938664,-0.22314355131421,-1,"S1"
6.96747975370621,-0.22314355131421,-1,"S1"
6.22880925946983,-0.22314355131421,-1,"S1"
8.11716692614725,-0.22314355131421,-1,"S1"
9.43835496428532,-0.22314355131421,-1,"S1"
11.6872814742021,-0.22314355131421,-1,"S1"
-4.28739051729081,-0.22314355131421,-1,"S1"
4.40926624237297,-0.22314355131421,-1,"S1"
1.57318549223274,-0.22314355131421,-1,"S1"
-1.87101973190859,-0.22314355131421,-1,"S1"
2.83311898672253,-0.22314355131421,-1,"S1"
12.9215103832842,-0.22314355131421,-1,"S1"
9.89113096986816,-0.22314355131421,-1,"S1"
22.5386548648321,-0.22314355131421,-1,"S1"
6.51959669923563,-0.22314355131421,-1,"S1"
-2.16439028485381,-0.22314355131421,-1,"S1"
4.74553243604192,-0.22314355131421,-1,"S1"
-1.31280159030111,-0.22314355131421,-1,"S1"
4.46372321092891,-0.22314355131421,-1,"S1"
-14.2090983449498,-0.22314355131421,-1,"S1"
-2.14883592039521,-0.22314355131421,-1,"S1"
6.09893973287043,-0.22314355131421,-1,"S1"
-2.28158481250375,-0.22314355131421,-1,"S1"
0.584095971443404,-0.22314355131421,-1,"S1"
0.362118574282673,-0.22314355131421,-1,"S1"
5.17139419470768,-0.22314355131421,-1,"S1"
-11.6388732158506,-0.22314355131421,-1,"S1"
-8.59228153967762,-0.22314355131421,-1,"S1"
4.65574631689694,-0.22314355131421,-1,"S1"
5.19784530738665,-0.22314355131421,-1,"S1"
-3.86488613796111,-0.22314355131421,-1,"S1"
-6.00648851515808,-0.22314355131421,-1,"S1"
-2.25024376697909,-0.22314355131421,-1,"S1"
6.44109848165832,-0.22314355131421,-1,"S1"
3.14481821285984,-0.22314355131421,-1,"S1"
1.63104954804271,-0.22314355131421,-1,"S1"
7.71702304140705,-0.22314355131421,-1,"S1"
-0.51208646625527,-0.22314355131421,-1,"S1"
16.4392832842225,-0.22314355131421,-1,"S1"
-2.76397226186793,-0.22314355131421,-1,"S1"
1.40735314412495,-0.22314355131421,-1,"S1"
11.7082897121839,-0.22314355131421,-1,"S1"
2.66444890972881,-0.22314355131421,-1,"S1"
-11.6367853302257,-0.22314355131421,-1,"S1"
-2.54074573874895,-0.22314355131421,-1,"S1"
-0.613716171109527,-0.22314355131421,-1,"S1"
-20.1112565348616,0.0953101798043249,-1,"S1"
1.2396342417874,0.0953101798043249,-1,"S1"
22.2435975188057,0.0953101798043249,-1,"S1"
6.25187441469323,0.0953101798043249,-1,"S1"
-7.0584994502747,0.0953101798043249,-1,"S1"
3.17700310669724,0.0953101798043249,-1,"S1"
-9.77532378905106,0.0953101798043249,-1,"S1"
1.95748385171174,0.0953101798043249,-1,"S1"
-4.23461267409096,0.0953101798043249,-1,"S1"
-2.92547377137807,0.0953101798043249,-1,"S1"
8.93049598142346,0.0953101798043249,-1,"S1"
0.26905615455666,0.0953101798043249,-1,"S1"
0.201480386471763,0.0953101798043249,-1,"S1"
1.90437260400853,0.0953101798043249,-1,"S1"
-7.46672566182051,0.0953101798043249,-1,"S1"
2.42561815693595,0.0953101798043249,-1,"S1"
-3.4853962925786,0.0953101798043249,-1,"S1"
-17.1597443216793,0.0953101798043249,-1,"S1"
9.55839066962576,0.0953101798043249,-1,"S1"
-5.77493518596481,0.0953101798043249,-1,"S1"
20.1362272287841,0.0953101798043249,-1,"S1"
15.0927766431653,0.0953101798043249,-1,"S1"
1.23504107544734,0.0953101798043249,-1,"S1"
-21.0743970369399,0.0953101798043249,-1,"S1"
8.02365468976442,0.0953101798043249,-1,"S1"
16.7250078727899,0.0953101798043249,-1,"S1"
-8.70341608754738,0.0953101798043249,-1,"S1"
2.15463576404061,0.0953101798043249,-1,"S1"
-14.8496552851927,0.0953101798043249,-1,"S1"
15.1378606506515,0.0953101798043249,-1,"S1"
-10.6705512032819,0.0953101798043249,-1,"S1"
7.34179200716473,0.0953101798043249,-1,"S1"
6.38269484035144,0.0953101798043249,-1,"S1"
-11.951462358782,0.0953101798043249,-1,"S1"
8.39737784832412,0.0953101798043249,-1,"S1"
-0.937248257120883,0.0953101798043249,-1,"S1"
14.3084807704139,0.0953101798043249,-1,"S1"
11.7749878761755,0.0953101798043249,-1,"S1"
-0.272722967734708,0.0953101798043249,-1,"S1"
-18.4234402705013,0.0953101798043249,-1,"S1"
0.568779161250835,0.0953101798043249,-1,"S1"
15.4382392608207,0.0953101798043249,-1,"S1"
5.15151221322548,0.0953101798043249,-1,"S1"
5.63966813028471,0.0953101798043249,-1,"S1"
-8.60303188265599,0.336472236621206,-1,"S1"
6.69387124399069,0.336472236621206,-1,"S1"
0.159840242420928,0.336472236621206,-1,"S1"
-6.36676387479647,0.336472236621206,-1,"S1"
8.14088198642175,0.336472236621206,-1,"S1"
2.4448156981211,0.336472236621206,-1,"S1"
5.35700394101312,0.336472236621206,-1,"S1"
-17.5795209595521,0.336472236621206,-1,"S1"
17.0131329175839,0.336472236621206,-1,"S1"
25.1558888286942,0.336472236621206,-1,"S1"
5.37384376898475,0.336472236621206,-1,"S1"
-13.0149745586649,0.336472236621206,-1,"S1"
-4.52800386821896,0.336472236621206,-1,"S1"
6.14847216838722,0.336472236621206,-1,"S1"
-3.59151417009829,0.336472236621206,-1,"S1"
20.584660033603,0.336472236621206,-1,"S1"
-10.6001631184713,0.336472236621206,-1,"S1"
-14.1319656951324,0.336472236621206,-1,"S1"
-14.0049747912272,0.336472236621206,-1,"S1"
-9.34027474382402,0.336472236621206,-1,"S1"
5.67761830063379,0.336472236621206,-1,"S1"
-11.0234313474906,0.336472236621206,-1,"S1"
-7.81408594764295,0.336472236621206,-1,"S1"
-2.76235983054845,0.336472236621206,-1,"S1"
14.3535145199197,0.336472236621206,-1,"S1"
-5.6145543081929,0.336472236621206,-1,"S1"
-4.23383278548035,0.336472236621206,-1,"S1"
-13.617983764994,0.336472236621206,-1,"S1"
-0.271432608446406,0.336472236621206,-1,"S1"
-11.9751508134402,0.336472236621206,-1,"S1"
-15.2969101113319,0.336472236621206,-1,"S1"
-3.94873086984439,0.336472236621206,-1,"S1"
-2.61830201474435,0.336472236621206,-1,"S1"
6.93422909613493,0.336472236621206,-1,"S1"
6.80062698617625,0.336472236621206,-1,"S1"
-10.1015138868977,0.336472236621206,-1,"S1"
-2.6082133241697,0.336472236621206,-1,"S1"
13.1776671092586,0.336472236621206,-1,"S1"
-7.80206007507432,0.336472236621206,-1,"S1"
8.37826898861427,0.336472236621206,-1,"S1"
-7.97026272513274,0.336472236621206,-1,"S1"
3.05212552523056,0.336472236621206,-1,"S1"
11.6448400061731,0.336472236621206,-1,"S1"
3.53112143905783,0.530628251062164,-1,"S1"
17.4778541421606,0.530628251062164,-1,"S1"
7.89625061468684,0.530628251062164,-1,"S1"
-7.54847549007354,0.530628251062164,-1,"S1"
4.46915705260316,0.530628251062164,-1,"S1"
-16.3387139479309,0.530628251062164,-1,"S1"
-4.22385361613045,0.530628251062164,-1,"S1"
-10.8580244467305,0.530628251062164,-1,"S1"
0.329362736738612,0.530628251062164,-1,"S1"
20.6939512325755,0.530628251062164,-1,"S1"
-6.02330827689292,0.530628251062164,-1,"S1"
20.0554847711733,0.530628251062164,-1,"S1"
-13.6997808562121,0.530628251062164,-1,"S1"
-8.73705519917724,0.530628251062164,-1,"S1"
-5.77721196016658,0.530628251062164,-1,"S1"
6.8771133284359,0.530628251062164,-1,"S1"
0.503162859179744,0.530628251062164,-1,"S1"
-2.88259711223465,0.530628251062164,-1,"S1"
7.23160449017907,0.530628251062164,-1,"S1"
5.82007797730108,0.530628251062164,-1,"S1"
-20.1398408267318,0.530628251062164,-1,"S1"
-6.60605290344097,0.530628251062164,-1,"S1"
13.4559464540965,0.530628251062164,-1,"S1"
7.54551035897517,0.530628251062164,-1,"S1"
-8.24090240780649,0.530628251062164,-1,"S1"
10.5436764959359,0.530628251062164,-1,"S1"
-1.7335742738477,0.530628251062164,-1,"S1"
-3.5201518627338,0.530628251062164,-1,"S1"
-4.61895149023537,0.530628251062164,-1,"S1"
-6.84948936678393,0.530628251062164,-1,"S1"
-1.23186849354894,0.530628251062164,-1,"S1"
-18.502250602285,0.530628251062164,-1,"S1"
-4.48956095849505,0.530628251062164,-1,"S1"
8.9425456151058,0.530628251062164,-1,"S1"
-1.55910241146248,0.530628251062164,-1,"S1"
12.7401110730805,0.530628251062164,-1,"S1"
-11.5634079957647,0.530628251062164,-1,"S1"
-19.7219475474398,0.530628251062164,-1,"S1"
-28.235244764657,0.530628251062164,-1,"S1"
3.32450111125049,0.530628251062164,-1,"S1"
9.95006060033172,0.530628251062164,-1,"S1"
-6.24996274752405,0.530628251062164,-1,"S1"
-17.264088815394,0.530628251062164,-1,"S1"
-19.7847290159567,0.530628251062164,-1,"S1"
21.5213392165438,0.693147180559945,-1,"S1"
-6.39226162995137,0.693147180559945,-1,"S1"
-15.6909781921502,0.693147180559945,-1,"S1"
4.95926243371198,0.693147180559945,-1,"S1"
-4.02039665137297,0.693147180559945,-1,"S1"
-4.13523827037932,0.693147180559945,-1,"S1"
0.602667253438892,0.693147180559945,-1,"S1"
-1.03405384227824,0.693147180559945,-1,"S1"
10.9394654951322,0.693147180559945,-1,"S1"
-11.1817369056429,0.693147180559945,-1,"S1"
8.29685658833528,0.693147180559945,-1,"S1"
-7.80142923490842,0.693147180559945,-1,"S1"
6.96767271566195,0.693147180559945,-1,"S1"
-23.7769494473938,0.693147180559945,-1,"S1"
-19.5655082620127,0.693147180559945,-1,"S1"
-8.289960781751,0.693147180559945,-1,"S1"
-8.13729197202716,0.693147180559945,-1,"S1"
-7.12591585825382,0.693147180559945,-1,"S1"
-2.11958668527919,0.693147180559945,-1,"S1"
